id_celda,dwell_medio_ms,forma_gamma,mezcla,largo,n_tray,canal,k,estimador,modo,fpr_h0,magnitud_minima_detectable,potencia_max_barrida
91,25,2,equilibrada,50,100,dwell_paso,4,plugin,ar1,0.03,,0.058
91,25,2,equilibrada,50,100,dwell_paso,4,plugin,limping,0.03,,0.062
91,25,2,equilibrada,50,100,dwell_paso,4,mm,ar1,0.03,,0.058
91,25,2,equilibrada,50,100,dwell_paso,4,mm,limping,0.03,,0.062
91,25,2,equilibrada,50,100,dwell_paso,4,pt,ar1,0.03,,0.058
91,25,2,equilibrada,50,100,dwell_paso,4,pt,limping,0.03,,0.062
91,25,2,equilibrada,50,100,dwell_paso,4,nsb,ar1,0.03,,0.058
91,25,2,equilibrada,50,100,dwell_paso,4,nsb,limping,0.03,,0.062
91,25,2,equilibrada,50,100,dwell_paso,8,plugin,ar1,0.042,,0.066
91,25,2,equilibrada,50,100,dwell_paso,8,plugin,limping,0.042,,0.07
91,25,2,equilibrada,50,100,dwell_paso,8,mm,ar1,0.042,,0.066
91,25,2,equilibrada,50,100,dwell_paso,8,mm,limping,0.042,,0.07
91,25,2,equilibrada,50,100,dwell_paso,8,pt,ar1,0.042,,0.066
91,25,2,equilibrada,50,100,dwell_paso,8,pt,limping,0.042,,0.07
91,25,2,equilibrada,50,100,dwell_paso,8,nsb,ar1,0.044,,0.07
91,25,2,equilibrada,50,100,dwell_paso,8,nsb,limping,0.044,,0.07
92,25,2,equilibrada,50,300,evento,8,plugin,ar1,0.048,0.1,1
92,25,2,equilibrada,50,300,evento,8,plugin,limping,0.048,0.35,1
92,25,2,equilibrada,50,300,evento,8,mm,ar1,0.048,0.1,1
92,25,2,equilibrada,50,300,evento,8,mm,limping,0.048,0.35,1
92,25,2,equilibrada,50,300,evento,8,pt,ar1,0.048,0.1,1
92,25,2,equilibrada,50,300,evento,8,pt,limping,0.048,0.35,1
92,25,2,equilibrada,50,300,dwell_paso,4,plugin,ar1,0.048,,0.054
92,25,2,equilibrada,50,300,dwell_paso,4,plugin,limping,0.048,,0.062
92,25,2,equilibrada,50,300,dwell_paso,4,mm,ar1,0.048,,0.054
92,25,2,equilibrada,50,300,dwell_paso,4,mm,limping,0.048,,0.062
92,25,2,equilibrada,50,300,dwell_paso,4,pt,ar1,0.048,,0.054
92,25,2,equilibrada,50,300,dwell_paso,4,pt,limping,0.048,,0.062
92,25,2,equilibrada,50,300,dwell_paso,4,nsb,ar1,0.05,,0.054
92,25,2,equilibrada,50,300,dwell_paso,4,nsb,limping,0.05,,0.062
92,25,2,equilibrada,50,300,dwell_paso,8,plugin,ar1,0.05,,0.062
92,25,2,equilibrada,50,300,dwell_paso,8,plugin,limping,0.05,,0.068
92,25,2,equilibrada,50,300,dwell_paso,8,mm,ar1,0.05,,0.062
92,25,2,equilibrada,50,300,dwell_paso,8,mm,limping,0.05,,0.068
92,25,2,equilibrada,50,300,dwell_paso,8,pt,ar1,0.05,,0.062
92,25,2,equilibrada,50,300,dwell_paso,8,pt,limping,0.05,,0.068
92,25,2,equilibrada,50,300,dwell_paso,8,nsb,ar1,0.05,,0.062
92,25,2,equilibrada,50,300,dwell_paso,8,nsb,limping,0.05,,0.07
93,25,2,equilibrada,100,50,evento,8,plugin,ar1,0.048,0.2,1
93,25,2,equilibrada,100,50,evento,8,plugin,limping,0.048,0.35,1
93,25,2,equilibrada,100,50,evento,8,mm,ar1,0.048,0.2,1
93,25,2,equilibrada,100,50,evento,8,mm,limping,0.048,0.35,1
93,25,2,equilibrada,100,50,evento,8,pt,ar1,0.048,0.2,1
93,25,2,equilibrada,100,50,evento,8,pt,limping,0.048,0.35,1
93,25,2,equilibrada,100,50,evento,8,nsb,ar1,0.05,0.2,1
93,25,2,equilibrada,100,50,evento,8,nsb,limping,0.05,0.35,1
93,25,2,equilibrada,100,50,dwell,4,plugin,ar1,0.04,0.1,1
93,25,2,equilibrada,100,50,dwell,4,plugin,limping,0.04,0.2,1
93,25,2,equilibrada,100,50,dwell,4,mm,ar1,0.04,0.1,1
93,25,2,equilibrada,100,50,dwell,4,mm,limping,0.04,0.2,1
93,25,2,equilibrada,100,50,dwell,4,pt,ar1,0.04,0.1,1
93,25,2,equilibrada,100,50,dwell,4,pt,limping,0.04,0.2,1
93,25,2,equilibrada,100,50,dwell,4,nsb,ar1,0.04,0.1,1
93,25,2,equilibrada,100,50,dwell,4,nsb,limping,0.04,0.2,1
93,25,2,equilibrada,100,50,paso,4,plugin,ar1,0.04,,0.068
93,25,2,equilibrada,100,50,paso,4,plugin,limping,0.04,,0.046
93,25,2,equilibrada,100,50,paso,4,mm,ar1,0.04,,0.068
93,25,2,equilibrada,100,50,paso,4,mm,limping,0.04,,0.046
93,25,2,equilibrada,100,50,paso,4,pt,ar1,0.04,,0.068
93,25,2,equilibrada,100,50,paso,4,pt,limping,0.04,,0.046
93,25,2,equilibrada,100,50,paso,4,nsb,ar1,0.04,,0.068
93,25,2,equilibrada,100,50,paso,4,nsb,limping,0.04,,0.046
93,25,2,equilibrada,100,50,paso,8,plugin,ar1,0.04,,0.068
93,25,2,equilibrada,100,50,paso,8,plugin,limping,0.04,,0.046
93,25,2,equilibrada,100,50,paso,8,mm,ar1,0.04,,0.068
93,25,2,equilibrada,100,50,paso,8,mm,limping,0.04,,0.046
93,25,2,equilibrada,100,50,paso,8,pt,ar1,0.04,,0.068
93,25,2,equilibrada,100,50,paso,8,pt,limping,0.04,,0.046
93,25,2,equilibrada,100,50,paso,8,nsb,ar1,0.04,,0.068
93,25,2,equilibrada,100,50,paso,8,nsb,limping,0.04,,0.046
93,25,2,equilibrada,100,50,dwell_paso,4,plugin,ar1,0.04,,0.072
93,25,2,equilibrada,100,50,dwell_paso,4,plugin,limping,0.04,,0.072
93,25,2,equilibrada,100,50,dwell_paso,4,mm,ar1,0.04,,0.072
93,25,2,equilibrada,100,50,dwell_paso,4,mm,limping,0.04,,0.072
93,25,2,equilibrada,100,50,dwell_paso,4,pt,ar1,0.04,,0.072
93,25,2,equilibrada,100,50,dwell_paso,4,pt,limping,0.04,,0.072
93,25,2,equilibrada,100,50,dwell_paso,4,nsb,ar1,0.042,,0.072
93,25,2,equilibrada,100,50,dwell_paso,4,nsb,limping,0.042,,0.074
93,25,2,equilibrada,100,50,dwell_paso,8,plugin,ar1,0.04,,0.064
93,25,2,equilibrada,100,50,dwell_paso,8,plugin,limping,0.04,,0.062
93,25,2,equilibrada,100,50,dwell_paso,8,mm,ar1,0.04,,0.064
93,25,2,equilibrada,100,50,dwell_paso,8,mm,limping,0.04,,0.062
93,25,2,equilibrada,100,50,dwell_paso,8,pt,ar1,0.04,,0.064
93,25,2,equilibrada,100,50,dwell_paso,8,pt,limping,0.04,,0.062
93,25,2,equilibrada,100,50,dwell_paso,8,nsb,ar1,0.042,,0.064
93,25,2,equilibrada,100,50,dwell_paso,8,nsb,limping,0.042,,0.06
94,25,2,equilibrada,100,100,evento,4,plugin,ar1,0.048,0.1,1
94,25,2,equilibrada,100,100,evento,4,plugin,limping,0.048,0.35,1
94,25,2,equilibrada,100,100,evento,4,mm,ar1,0.048,0.1,1
94,25,2,equilibrada,100,100,evento,4,mm,limping,0.048,0.35,1
94,25,2,equilibrada,100,100,evento,4,pt,ar1,0.048,0.1,1
94,25,2,equilibrada,100,100,evento,4,pt,limping,0.048,0.35,1
94,25,2,equilibrada,100,100,evento,4,nsb,ar1,0.05,0.1,1
94,25,2,equilibrada,100,100,evento,4,nsb,limping,0.05,0.35,1
94,25,2,equilibrada,100,100,evento,8,plugin,ar1,0.034,0.2,1
94,25,2,equilibrada,100,100,evento,8,plugin,limping,0.034,0.35,1
94,25,2,equilibrada,100,100,evento,8,mm,ar1,0.034,0.2,1
94,25,2,equilibrada,100,100,evento,8,mm,limping,0.034,0.35,1
94,25,2,equilibrada,100,100,evento,8,pt,ar1,0.034,0.2,1
94,25,2,equilibrada,100,100,evento,8,pt,limping,0.034,0.35,1
94,25,2,equilibrada,100,100,evento,8,nsb,ar1,0.04,0.2,1
94,25,2,equilibrada,100,100,evento,8,nsb,limping,0.04,0.35,1
94,25,2,equilibrada,100,100,dwell,8,plugin,ar1,0.038,0.1,1
94,25,2,equilibrada,100,100,dwell,8,plugin,limping,0.038,0.2,1
94,25,2,equilibrada,100,100,dwell,8,mm,ar1,0.038,0.1,1
94,25,2,equilibrada,100,100,dwell,8,mm,limping,0.038,0.2,1
94,25,2,equilibrada,100,100,dwell,8,pt,ar1,0.038,0.1,1
94,25,2,equilibrada,100,100,dwell,8,pt,limping,0.038,0.2,1
94,25,2,equilibrada,100,100,dwell,8,nsb,ar1,0.038,0.1,1
94,25,2,equilibrada,100,100,dwell,8,nsb,limping,0.038,0.2,1
95,25,2,equilibrada,100,300,evento,4,plugin,ar1,0.03,0.05,1
95,25,2,equilibrada,100,300,evento,4,plugin,limping,0.03,0.2,1
95,25,2,equilibrada,100,300,evento,4,mm,ar1,0.03,0.05,1
95,25,2,equilibrada,100,300,evento,4,mm,limping,0.03,0.2,1
95,25,2,equilibrada,100,300,evento,4,pt,ar1,0.03,0.05,1
95,25,2,equilibrada,100,300,evento,4,pt,limping,0.03,0.2,1
95,25,2,equilibrada,100,300,evento,4,nsb,ar1,0.032,0.05,1
95,25,2,equilibrada,100,300,evento,4,nsb,limping,0.032,0.2,1
95,25,2,equilibrada,100,300,dwell,4,plugin,ar1,0.046,0.05,1
95,25,2,equilibrada,100,300,dwell,4,plugin,limping,0.046,0.2,1
95,25,2,equilibrada,100,300,dwell,4,mm,ar1,0.046,0.05,1
95,25,2,equilibrada,100,300,dwell,4,mm,limping,0.046,0.2,1
95,25,2,equilibrada,100,300,dwell,4,pt,ar1,0.046,0.05,1
95,25,2,equilibrada,100,300,dwell,4,pt,limping,0.046,0.2,1
95,25,2,equilibrada,100,300,dwell,4,nsb,ar1,0.046,0.05,1
95,25,2,equilibrada,100,300,dwell,4,nsb,limping,0.046,0.2,1
95,25,2,equilibrada,100,300,dwell,8,plugin,ar1,0.04,0.05,1
95,25,2,equilibrada,100,300,dwell,8,plugin,limping,0.04,0.2,1
95,25,2,equilibrada,100,300,dwell,8,mm,ar1,0.04,0.05,1
95,25,2,equilibrada,100,300,dwell,8,mm,limping,0.04,0.2,1
95,25,2,equilibrada,100,300,dwell,8,pt,ar1,0.04,0.05,1
95,25,2,equilibrada,100,300,dwell,8,pt,limping,0.04,0.2,1
95,25,2,equilibrada,100,300,dwell,8,nsb,ar1,0.038,0.05,1
95,25,2,equilibrada,100,300,dwell,8,nsb,limping,0.038,0.2,1
96,25,2,equilibrada,200,50,dwell,4,plugin,ar1,0.03,0.05,1
96,25,2,equilibrada,200,50,dwell,4,plugin,limping,0.03,0.2,1
96,25,2,equilibrada,200,50,dwell,4,mm,ar1,0.03,0.05,1
96,25,2,equilibrada,200,50,dwell,4,mm,limping,0.03,0.2,1
96,25,2,equilibrada,200,50,dwell,4,pt,ar1,0.03,0.05,1
96,25,2,equilibrada,200,50,dwell,4,pt,limping,0.03,0.2,1
96,25,2,equilibrada,200,50,dwell,4,nsb,ar1,0.03,0.05,1
96,25,2,equilibrada,200,50,dwell,4,nsb,limping,0.03,0.2,1
96,25,2,equilibrada,200,50,dwell,8,plugin,ar1,0.038,0.1,1
96,25,2,equilibrada,200,50,dwell,8,plugin,limping,0.038,0.2,1
96,25,2,equilibrada,200,50,dwell,8,mm,ar1,0.038,0.1,1
96,25,2,equilibrada,200,50,dwell,8,mm,limping,0.038,0.2,1
96,25,2,equilibrada,200,50,dwell,8,pt,ar1,0.038,0.1,1
96,25,2,equilibrada,200,50,dwell,8,pt,limping,0.038,0.2,1
96,25,2,equilibrada,200,50,dwell,8,nsb,ar1,0.042,0.1,1
96,25,2,equilibrada,200,50,dwell,8,nsb,limping,0.042,0.2,1
96,25,2,equilibrada,200,50,dwell_paso,4,plugin,ar1,0.046,,0.066
96,25,2,equilibrada,200,50,dwell_paso,4,plugin,limping,0.046,,0.068
96,25,2,equilibrada,200,50,dwell_paso,4,mm,ar1,0.046,,0.066
96,25,2,equilibrada,200,50,dwell_paso,4,mm,limping,0.046,,0.068
96,25,2,equilibrada,200,50,dwell_paso,4,pt,ar1,0.046,,0.066
96,25,2,equilibrada,200,50,dwell_paso,4,pt,limping,0.046,,0.068
96,25,2,equilibrada,200,50,dwell_paso,4,nsb,ar1,0.046,,0.064
96,25,2,equilibrada,200,50,dwell_paso,4,nsb,limping,0.046,,0.07
97,25,2,equilibrada,200,100,evento,4,nsb,ar1,0.05,0.1,1
97,25,2,equilibrada,200,100,evento,4,nsb,limping,0.05,0.2,1
97,25,2,equilibrada,200,100,paso,4,plugin,ar1,0.044,,0.064
97,25,2,equilibrada,200,100,paso,4,plugin,limping,0.044,,0.07
97,25,2,equilibrada,200,100,paso,4,mm,ar1,0.044,,0.064
97,25,2,equilibrada,200,100,paso,4,mm,limping,0.044,,0.07
97,25,2,equilibrada,200,100,paso,4,pt,ar1,0.044,,0.064
97,25,2,equilibrada,200,100,paso,4,pt,limping,0.044,,0.07
97,25,2,equilibrada,200,100,paso,4,nsb,ar1,0.044,,0.064
97,25,2,equilibrada,200,100,paso,4,nsb,limping,0.044,,0.07
97,25,2,equilibrada,200,100,paso,8,plugin,ar1,0.044,,0.064
97,25,2,equilibrada,200,100,paso,8,plugin,limping,0.044,,0.07
97,25,2,equilibrada,200,100,paso,8,mm,ar1,0.044,,0.064
97,25,2,equilibrada,200,100,paso,8,mm,limping,0.044,,0.07
97,25,2,equilibrada,200,100,paso,8,pt,ar1,0.044,,0.064
97,25,2,equilibrada,200,100,paso,8,pt,limping,0.044,,0.07
97,25,2,equilibrada,200,100,paso,8,nsb,ar1,0.044,,0.064
97,25,2,equilibrada,200,100,paso,8,nsb,limping,0.044,,0.07
97,25,2,equilibrada,200,100,dwell_paso,4,plugin,ar1,0.042,,0.072
97,25,2,equilibrada,200,100,dwell_paso,4,plugin,limping,0.042,,0.056
97,25,2,equilibrada,200,100,dwell_paso,4,mm,ar1,0.042,,0.072
97,25,2,equilibrada,200,100,dwell_paso,4,mm,limping,0.042,,0.056
97,25,2,equilibrada,200,100,dwell_paso,4,pt,ar1,0.042,,0.072
97,25,2,equilibrada,200,100,dwell_paso,4,pt,limping,0.042,,0.056
97,25,2,equilibrada,200,100,dwell_paso,4,nsb,ar1,0.042,,0.072
97,25,2,equilibrada,200,100,dwell_paso,4,nsb,limping,0.042,,0.056
97,25,2,equilibrada,200,100,dwell_paso,8,plugin,ar1,0.042,,0.068
97,25,2,equilibrada,200,100,dwell_paso,8,plugin,limping,0.042,,0.056
97,25,2,equilibrada,200,100,dwell_paso,8,mm,ar1,0.042,,0.068
97,25,2,equilibrada,200,100,dwell_paso,8,mm,limping,0.042,,0.056
97,25,2,equilibrada,200,100,dwell_paso,8,pt,ar1,0.042,,0.068
97,25,2,equilibrada,200,100,dwell_paso,8,pt,limping,0.042,,0.056
97,25,2,equilibrada,200,100,dwell_paso,8,nsb,ar1,0.042,,0.068
97,25,2,equilibrada,200,100,dwell_paso,8,nsb,limping,0.042,,0.056
98,25,2,equilibrada,200,300,evento,4,plugin,ar1,0.048,0.05,1
98,25,2,equilibrada,200,300,evento,4,plugin,limping,0.048,0.2,1
98,25,2,equilibrada,200,300,evento,4,mm,ar1,0.048,0.05,1
98,25,2,equilibrada,200,300,evento,4,mm,limping,0.048,0.2,1
98,25,2,equilibrada,200,300,evento,4,pt,ar1,0.048,0.05,1
98,25,2,equilibrada,200,300,evento,4,pt,limping,0.048,0.2,1
98,25,2,equilibrada,200,300,evento,4,nsb,ar1,0.048,0.05,1
98,25,2,equilibrada,200,300,evento,4,nsb,limping,0.048,0.2,1
98,25,2,equilibrada,200,300,dwell,4,plugin,ar1,0.042,0.05,1
98,25,2,equilibrada,200,300,dwell,4,plugin,limping,0.042,0.2,1
98,25,2,equilibrada,200,300,dwell,4,mm,ar1,0.042,0.05,1
98,25,2,equilibrada,200,300,dwell,4,mm,limping,0.042,0.2,1
98,25,2,equilibrada,200,300,dwell,4,pt,ar1,0.042,0.05,1
98,25,2,equilibrada,200,300,dwell,4,pt,limping,0.042,0.2,1
98,25,2,equilibrada,200,300,dwell,4,nsb,ar1,0.044,0.05,1
98,25,2,equilibrada,200,300,dwell,4,nsb,limping,0.044,0.2,1
98,25,2,equilibrada,200,300,dwell,8,plugin,ar1,0.046,0.05,1
98,25,2,equilibrada,200,300,dwell,8,plugin,limping,0.046,0.2,1
98,25,2,equilibrada,200,300,dwell,8,mm,ar1,0.046,0.05,1
98,25,2,equilibrada,200,300,dwell,8,mm,limping,0.046,0.2,1
98,25,2,equilibrada,200,300,dwell,8,pt,ar1,0.046,0.05,1
98,25,2,equilibrada,200,300,dwell,8,pt,limping,0.046,0.2,1
98,25,2,equilibrada,200,300,dwell,8,nsb,ar1,0.046,0.05,1
98,25,2,equilibrada,200,300,dwell,8,nsb,limping,0.046,0.2,1
98,25,2,equilibrada,200,300,dwell_paso,4,plugin,ar1,0.048,,0.056
98,25,2,equilibrada,200,300,dwell_paso,4,plugin,limping,0.048,,0.07
98,25,2,equilibrada,200,300,dwell_paso,4,mm,ar1,0.048,,0.056
98,25,2,equilibrada,200,300,dwell_paso,4,mm,limping,0.048,,0.07
98,25,2,equilibrada,200,300,dwell_paso,4,pt,ar1,0.048,,0.056
98,25,2,equilibrada,200,300,dwell_paso,4,pt,limping,0.048,,0.07
98,25,2,equilibrada,200,300,dwell_paso,4,nsb,ar1,0.046,,0.054
98,25,2,equilibrada,200,300,dwell_paso,4,nsb,limping,0.046,,0.068
98,25,2,equilibrada,200,300,dwell_paso,8,plugin,ar1,0.044,,0.056
98,25,2,equilibrada,200,300,dwell_paso,8,plugin,limping,0.044,,0.056
98,25,2,equilibrada,200,300,dwell_paso,8,mm,ar1,0.044,,0.056
98,25,2,equilibrada,200,300,dwell_paso,8,mm,limping,0.044,,0.056
98,25,2,equilibrada,200,300,dwell_paso,8,pt,ar1,0.044,,0.056
98,25,2,equilibrada,200,300,dwell_paso,8,pt,limping,0.044,,0.056
98,25,2,equilibrada,200,300,dwell_paso,8,nsb,ar1,0.048,,0.062
98,25,2,equilibrada,200,300,dwell_paso,8,nsb,limping,0.048,,0.054
99,25,2,sesgada_4nm,50,50,evento,4,plugin,ar1,0.04,0.2,1
99,25,2,sesgada_4nm,50,50,evento,4,plugin,limping,0.04,0.35,1
99,25,2,sesgada_4nm,50,50,evento,4,mm,ar1,0.036,0.2,1
99,25,2,sesgada_4nm,50,50,evento,4,mm,limping,0.036,0.35,1
99,25,2,sesgada_4nm,50,50,evento,4,pt,ar1,0.04,0.2,1
99,25,2,sesgada_4nm,50,50,evento,4,pt,limping,0.04,0.35,1
99,25,2,sesgada_4nm,50,50,evento,4,nsb,ar1,0.038,0.2,1
99,25,2,sesgada_4nm,50,50,evento,4,nsb,limping,0.038,0.35,1
99,25,2,sesgada_4nm,50,50,dwell,8,plugin,ar1,0.044,0.2,1
99,25,2,sesgada_4nm,50,50,dwell,8,plugin,limping,0.044,0.35,1
99,25,2,sesgada_4nm,50,50,dwell,8,mm,ar1,0.044,0.2,1
99,25,2,sesgada_4nm,50,50,dwell,8,mm,limping,0.044,0.35,1
99,25,2,sesgada_4nm,50,50,dwell,8,pt,ar1,0.044,0.2,1
99,25,2,sesgada_4nm,50,50,dwell,8,pt,limping,0.044,0.35,1
99,25,2,sesgada_4nm,50,50,dwell,8,nsb,ar1,0.046,0.2,1
99,25,2,sesgada_4nm,50,50,dwell,8,nsb,limping,0.046,0.35,1
99,25,2,sesgada_4nm,50,50,dwell_paso,4,plugin,ar1,0.042,,0.062
99,25,2,sesgada_4nm,50,50,dwell_paso,4,plugin,limping,0.042,,0.06
99,25,2,sesgada_4nm,50,50,dwell_paso,4,mm,ar1,0.042,,0.062
99,25,2,sesgada_4nm,50,50,dwell_paso,4,mm,limping,0.042,,0.06
99,25,2,sesgada_4nm,50,50,dwell_paso,4,pt,ar1,0.042,,0.062
99,25,2,sesgada_4nm,50,50,dwell_paso,4,pt,limping,0.042,,0.06
99,25,2,sesgada_4nm,50,50,dwell_paso,4,nsb,ar1,0.042,,0.062
99,25,2,sesgada_4nm,50,50,dwell_paso,4,nsb,limping,0.042,,0.062
99,25,2,sesgada_4nm,50,50,dwell_paso,8,plugin,ar1,0.05,,0.058
99,25,2,sesgada_4nm,50,50,dwell_paso,8,plugin,limping,0.05,,0.062
99,25,2,sesgada_4nm,50,50,dwell_paso,8,mm,ar1,0.05,,0.058
99,25,2,sesgada_4nm,50,50,dwell_paso,8,mm,limping,0.05,,0.062
99,25,2,sesgada_4nm,50,50,dwell_paso,8,pt,ar1,0.05,,0.058
99,25,2,sesgada_4nm,50,50,dwell_paso,8,pt,limping,0.05,,0.062
99,25,2,sesgada_4nm,50,50,dwell_paso,8,nsb,ar1,0.048,,0.056
99,25,2,sesgada_4nm,50,50,dwell_paso,8,nsb,limping,0.048,,0.062
100,25,2,sesgada_4nm,50,100,evento,4,plugin,ar1,0.048,0.2,1
100,25,2,sesgada_4nm,50,100,evento,4,plugin,limping,0.048,0.35,1
100,25,2,sesgada_4nm,50,100,evento,4,mm,ar1,0.046,0.2,1
100,25,2,sesgada_4nm,50,100,evento,4,mm,limping,0.046,0.35,1
100,25,2,sesgada_4nm,50,100,evento,4,pt,ar1,0.046,0.2,1
100,25,2,sesgada_4nm,50,100,evento,4,pt,limping,0.046,0.35,1
100,25,2,sesgada_4nm,50,100,evento,4,nsb,ar1,0.042,0.2,1
100,25,2,sesgada_4nm,50,100,evento,4,nsb,limping,0.042,0.35,1
100,25,2,sesgada_4nm,50,100,evento,8,plugin,ar1,0.048,0.2,1
100,25,2,sesgada_4nm,50,100,evento,8,plugin,limping,0.048,0.35,1
100,25,2,sesgada_4nm,50,100,evento,8,mm,ar1,0.044,0.2,1
100,25,2,sesgada_4nm,50,100,evento,8,mm,limping,0.044,0.35,1
100,25,2,sesgada_4nm,50,100,evento,8,pt,ar1,0.048,0.2,1
100,25,2,sesgada_4nm,50,100,evento,8,pt,limping,0.048,0.35,1
100,25,2,sesgada_4nm,50,100,evento,8,nsb,ar1,0.048,0.2,1
100,25,2,sesgada_4nm,50,100,evento,8,nsb,limping,0.048,0.35,1
100,25,2,sesgada_4nm,50,100,dwell,4,plugin,ar1,0.04,0.1,1
100,25,2,sesgada_4nm,50,100,dwell,4,plugin,limping,0.04,0.2,1
100,25,2,sesgada_4nm,50,100,dwell,4,mm,ar1,0.04,0.1,1
100,25,2,sesgada_4nm,50,100,dwell,4,mm,limping,0.04,0.2,1
100,25,2,sesgada_4nm,50,100,dwell,4,pt,ar1,0.04,0.1,1
100,25,2,sesgada_4nm,50,100,dwell,4,pt,limping,0.04,0.2,1
100,25,2,sesgada_4nm,50,100,dwell,4,nsb,ar1,0.04,0.1,1
100,25,2,sesgada_4nm,50,100,dwell,4,nsb,limping,0.04,0.2,1
100,25,2,sesgada_4nm,50,100,dwell,8,plugin,ar1,0.038,0.1,1
100,25,2,sesgada_4nm,50,100,dwell,8,plugin,limping,0.038,0.35,1
100,25,2,sesgada_4nm,50,100,dwell,8,mm,ar1,0.038,0.1,1
100,25,2,sesgada_4nm,50,100,dwell,8,mm,limping,0.038,0.35,1
100,25,2,sesgada_4nm,50,100,dwell,8,pt,ar1,0.038,0.1,1
100,25,2,sesgada_4nm,50,100,dwell,8,pt,limping,0.038,0.35,1
100,25,2,sesgada_4nm,50,100,dwell,8,nsb,ar1,0.04,0.1,1
100,25,2,sesgada_4nm,50,100,dwell,8,nsb,limping,0.04,0.35,1
100,25,2,sesgada_4nm,50,100,dwell_paso,4,plugin,ar1,0.04,,0.048
100,25,2,sesgada_4nm,50,100,dwell_paso,4,plugin,limping,0.04,,0.058
100,25,2,sesgada_4nm,50,100,dwell_paso,4,mm,ar1,0.04,,0.048
100,25,2,sesgada_4nm,50,100,dwell_paso,4,mm,limping,0.04,,0.058
100,25,2,sesgada_4nm,50,100,dwell_paso,4,pt,ar1,0.04,,0.048
100,25,2,sesgada_4nm,50,100,dwell_paso,4,pt,limping,0.04,,0.058
100,25,2,sesgada_4nm,50,100,dwell_paso,4,nsb,ar1,0.04,,0.05
100,25,2,sesgada_4nm,50,100,dwell_paso,4,nsb,limping,0.04,,0.058
101,25,2,sesgada_4nm,50,300,evento,4,plugin,ar1,0.032,0.1,1
101,25,2,sesgada_4nm,50,300,evento,4,plugin,limping,0.032,0.2,1
101,25,2,sesgada_4nm,50,300,evento,4,mm,ar1,0.032,0.1,1
101,25,2,sesgada_4nm,50,300,evento,4,mm,limping,0.032,0.2,1
101,25,2,sesgada_4nm,50,300,evento,4,pt,ar1,0.032,0.1,1
101,25,2,sesgada_4nm,50,300,evento,4,pt,limping,0.032,0.2,1
101,25,2,sesgada_4nm,50,300,evento,4,nsb,ar1,0.038,0.1,1
101,25,2,sesgada_4nm,50,300,evento,4,nsb,limping,0.038,0.2,1
101,25,2,sesgada_4nm,50,300,dwell,4,plugin,ar1,0.05,0.05,1
101,25,2,sesgada_4nm,50,300,dwell,4,plugin,limping,0.05,0.2,1
101,25,2,sesgada_4nm,50,300,dwell,4,mm,ar1,0.05,0.05,1
101,25,2,sesgada_4nm,50,300,dwell,4,mm,limping,0.05,0.2,1
101,25,2,sesgada_4nm,50,300,dwell,4,pt,ar1,0.05,0.05,1
101,25,2,sesgada_4nm,50,300,dwell,4,pt,limping,0.05,0.2,1
101,25,2,sesgada_4nm,50,300,dwell,4,nsb,ar1,0.05,0.05,1
101,25,2,sesgada_4nm,50,300,dwell,4,nsb,limping,0.05,0.2,1
102,25,2,sesgada_4nm,100,50,paso,4,plugin,ar1,0.046,,0.062
102,25,2,sesgada_4nm,100,50,paso,4,plugin,limping,0.046,,0.074
102,25,2,sesgada_4nm,100,50,paso,4,mm,ar1,0.046,,0.062
102,25,2,sesgada_4nm,100,50,paso,4,mm,limping,0.046,,0.074
102,25,2,sesgada_4nm,100,50,paso,4,pt,ar1,0.046,,0.062
102,25,2,sesgada_4nm,100,50,paso,4,pt,limping,0.046,,0.074
102,25,2,sesgada_4nm,100,50,paso,4,nsb,ar1,0.044,,0.06
102,25,2,sesgada_4nm,100,50,paso,4,nsb,limping,0.044,,0.072
102,25,2,sesgada_4nm,100,50,paso,8,plugin,ar1,0.046,,0.062
102,25,2,sesgada_4nm,100,50,paso,8,plugin,limping,0.046,,0.074
102,25,2,sesgada_4nm,100,50,paso,8,mm,ar1,0.046,,0.062
102,25,2,sesgada_4nm,100,50,paso,8,mm,limping,0.046,,0.074
102,25,2,sesgada_4nm,100,50,paso,8,pt,ar1,0.046,,0.062
102,25,2,sesgada_4nm,100,50,paso,8,pt,limping,0.046,,0.074
102,25,2,sesgada_4nm,100,50,paso,8,nsb,ar1,0.044,,0.06
102,25,2,sesgada_4nm,100,50,paso,8,nsb,limping,0.044,,0.072
102,25,2,sesgada_4nm,100,50,dwell_paso,4,plugin,ar1,0.044,,0.056
102,25,2,sesgada_4nm,100,50,dwell_paso,4,plugin,limping,0.044,,0.064
102,25,2,sesgada_4nm,100,50,dwell_paso,4,mm,ar1,0.044,,0.056
102,25,2,sesgada_4nm,100,50,dwell_paso,4,mm,limping,0.044,,0.064
102,25,2,sesgada_4nm,100,50,dwell_paso,4,pt,ar1,0.044,,0.056
102,25,2,sesgada_4nm,100,50,dwell_paso,4,pt,limping,0.044,,0.064
102,25,2,sesgada_4nm,100,50,dwell_paso,4,nsb,ar1,0.044,,0.058
102,25,2,sesgada_4nm,100,50,dwell_paso,4,nsb,limping,0.044,,0.064
103,25,2,sesgada_4nm,100,100,evento,4,plugin,ar1,0.05,0.1,1
103,25,2,sesgada_4nm,100,100,evento,4,plugin,limping,0.05,0.35,1
